,year_dT,year_dP,DecFeb_dT,DecFeb_dP,MarMay_dT,MarMay_dP,JunAug_dT,JunAug_dP,SepNov_dT,SepNov_dP,year_dP_var,DecFeb_dP_var,MarMay_dP_var,JunAug_dP_var,SepNov_dP_var
taiesm1_ssp585_2041,3.865264892578125,5.447173118591309,3.86114501953125,14.675366878509521,3.27880859375,7.995760440826416,4.6019287109375,-7.637959718704224,3.7191162109375,7.465720176696777,-1.0331425670433991,-3.2809123240924998,1.357363132416256,5.559659954208995,8.259014969877487
taiesm1_ssp126_2081,,,,,,,,,,,,,,,
taiesm1_ssp245_2081,,,,,,,,,,,,,,,
taiesm1_ssp370_2081,,,,,,,,,,,,,,,
taiesm1_ssp585_2081,6.118621826171875,14.041650295257568,6.262054443359375,55.84733486175537,4.870452880859375,32.680678367614746,7.115936279296875,-35.46879291534424,6.226165771484375,7.4362874031066895,-3.875868048688036,-2.5926159916858538,6.525852498952123,8.168948484663918,4.152679506504509
ukesm1_0_ll_ssp126_2021,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp245_2021,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp370_2021,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp585_2021,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp126_2041,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp245_2041,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp370_2041,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp585_2041,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp126_2081,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp245_2081,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp370_2081,,,,,,,,,,,,,,,
ukesm1_0_ll_ssp585_2081,,,,,,,,,,,,,,,
