,year_dT,year_dP,DecFeb_dT,DecFeb_dP,MarMay_dT,MarMay_dP,JunAug_dT,JunAug_dP,SepNov_dT,SepNov_dP,year_dP_var,DecFeb_dP_var,MarMay_dP_var,JunAug_dP_var,SepNov_dP_var
gfdl_esm4_ssp126_2041,1.7821044921875,7.517099380493164,2.155487060546875,6.323564052581787,2.055450439453125,12.328004837036133,1.451385498046875,6.220078468322754,1.466033935546875,6.142401695251465,1.0869628229404071,0.19768710630332365,-6.024511238915975,-2.9481572872517847,5.041897916063487
gfdl_esm4_ssp245_2041,2.14947509765625,12.00324296951294,3.07958984375,19.154369831085205,2.255767822265625,17.501962184906006,1.74322509765625,7.1096062660217285,1.5194091796875,7.871830463409424,0.8890524436288683,-6.387410669726545,-11.6502071736185,0.3311818491516849,5.7400865259642275
gfdl_esm4_ssp370_2041,2.513397216796875,11.622679233551025,4.044219970703125,19.19790506362915,2.5516357421875,12.037849426269531,1.625885009765625,8.102941513061523,1.83172607421875,9.573709964752197,1.00016120318549,-5.068788766054777,-4.472746612650791,0.43376140554403086,3.4071433051384936
gfdl_esm4_ssp585_2041,2.666046142578125,11.860823631286621,3.18707275390625,15.063726902008057,2.850921630859375,20.864427089691162,2.412017822265625,3.673887252807617,2.214324951171875,11.73337697982788,2.10025511563785,1.0757286434112778,-9.716425976653298,-0.9177586685134576,6.266454266182531
gfdl_esm4_ssp126_2081,1.72021484375,12.835109233856201,1.824066162109375,5.161333084106445,1.983795166015625,23.482787609100342,1.339935302734375,13.325655460357666,1.73321533203125,9.772944450378418,3.189377148080119,-2.117689538123524,-7.166254403997618,-1.8666484064016609,0.12884127738070905
gfdl_esm4_ssp245_2081,2.660369873046875,13.68875503540039,3.133026123046875,25.365829467773438,2.714752197265625,22.619295120239258,2.105072021484375,3.022634983062744,2.688629150390625,10.027658939361572,-0.7911337600349677,-4.323817195192914,-6.0606144671633615,1.6324234616067246,0.3037064302809256
gfdl_esm4_ssp370_2081,4.00177001953125,17.76754856109619,4.49676513671875,22.441411018371582,4.092803955078125,27.913618087768555,3.61639404296875,10.140419006347656,3.80120849609375,14.997029304504395,4.689158893656975,2.0383894343155795,-6.987438635459031,1.987897420225182,5.773725631826521
gfdl_esm4_ssp585_2081,4.666534423828125,17.246055603027344,6.4654541015625,30.36344051361084,3.9625244140625,35.16409397125244,4.20599365234375,-6.474041938781738,4.0322265625,20.348334312438965,2.46152742558825,3.2873047337297123,-5.768031092213044,3.792327287875863,1.0345812304072277
giss_e2_1_g_ssp126_2021,,,,,,,,,,,,,,,
giss_e2_1_g_ssp245_2021,,,,,,,,,,,,,,,
giss_e2_1_g_ssp370_2021,,,,,,,,,,,,,,,
giss_e2_1_g_ssp585_2021,,,,,,,,,,,,,,,
giss_e2_1_g_ssp126_2041,,,,,,,,,,,,,,,
giss_e2_1_g_ssp245_2041,,,,,,,,,,,,,,,
giss_e2_1_g_ssp370_2041,,,,,,,,,,,,,,,
giss_e2_1_g_ssp585_2041,,,,,,,,,,,,,,,
giss_e2_1_g_ssp126_2081,,,,,,,,,,,,,,,
giss_e2_1_g_ssp245_2081,,,,,,,,,,,,,,,
giss_e2_1_g_ssp370_2081,,,,,,,,,,,,,,,
giss_e2_1_g_ssp585_2081,,,,,,,,,,,,,,,
giss_e2_1_h_ssp126_2021,,,,,,,,,,,,,,,
giss_e2_1_h_ssp245_2021,,,,,,,,,,,,,,,
giss_e2_1_h_ssp370_2021,,,,,,,,,,,,,,,
giss_e2_1_h_ssp585_2021,,,,,,,,,,,,,,,
giss_e2_1_h_ssp126_2041,,,,,,,,,,,,,,,
giss_e2_1_h_ssp245_2041,,,,,,,,,,,,,,,
giss_e2_1_h_ssp370_2041,,,,,,,,,,,,,,,
giss_e2_1_h_ssp585_2041,,,,,,,,,,,,,,,
giss_e2_1_h_ssp126_2081,,,,,,,,,,,,,,,
giss_e2_1_h_ssp245_2081,,,,,,,,,,,,,,,
giss_e2_1_h_ssp370_2081,,,,,,,,,,,,,,,
giss_e2_1_h_ssp585_2081,,,,,,,,,,,,,,,
hadgem3_gc31_ll_ssp126_2021,2.124053955078125,4.271543025970459,1.808868408203125,3.9910316467285156,1.556640625,5.506622791290283,2.9920654296875,5.527973175048828,2.138641357421875,2.0572781562805176,4.41386369372585,-4.245794490615262,7.485146679472665,-3.0499150515349793,12.86386568304032
hadgem3_gc31_ll_ssp245_2021,2.60552978515625,5.56415319442749,3.5501708984375,10.155510902404785,2.0504150390625,14.285516738891602,2.47406005859375,5.516171455383301,2.347412109375,-5.511331558227539,-1.0796484385461103,-0.22154966532592635,5.060813714317969,-5.1629394715627,4.399816243746724
hadgem3_gc31_ll_ssp370_2021,,,,,,,,,,,,,,,
hadgem3_gc31_ll_ssp585_2021,2.822418212890625,4.84546422958374,3.341400146484375,-1.1247038841247559,2.355743408203125,9.131300449371338,3.08447265625,2.5484800338745117,2.508056640625,9.170770645141602,-1.7724835530452565,-5.712338504650683,3.855151612381036,-5.055354898262254,1.066458470042253
hadgem3_gc31_ll_ssp126_2041,2.529052734375,6.755971908569336,3.10186767578125,9.225666522979736,1.949310302734375,16.404592990875244,2.80120849609375,-1.981109380722046,2.263763427734375,6.771707534790039,-8.158182516306645,0.44686601303163265,3.9570829895699156,-8.222087513691545,3.1906341813265238
hadgem3_gc31_ll_ssp245_2041,3.145294189453125,1.9218683242797852,3.061859130859375,5.053365230560303,2.35833740234375,12.01084852218628,3.56439208984375,-4.787111282348633,3.59661865234375,-1.3336598873138428,1.537556993076028,-1.7286118728726763,3.3427931617848516,-0.3621244531080703,6.94997610945316
hadgem3_gc31_ll_ssp370_2041,,,,,,,,,,,,,,,
hadgem3_gc31_ll_ssp585_2041,3.88494873046875,4.238343238830566,4.70184326171875,16.56583547592163,2.701873779296875,10.80467700958252,4.381683349609375,-5.085396766662598,3.754364013671875,-1.1146962642669678,-5.529057373354284,-8.396582234006333,2.9532612254753676,-3.6245763616011395,3.1605772861920123
hadgem3_gc31_ll_ssp126_2081,3.0963134765625,1.6841888427734375,2.288330078125,3.126680850982666,2.72515869140625,5.736255645751953,4.07568359375,-2.6282966136932373,3.295928955078125,2.079319953918457,-0.7201782929073475,8.066688017851265,6.762369850548278,-4.695856142430566,9.528305943569038
hadgem3_gc31_ll_ssp245_2081,4.788299560546875,4.78205680847168,5.292144775390625,15.25273323059082,3.41302490234375,12.732160091400146,5.352020263671875,-2.114158868789673,5.095916748046875,-2.885514497756958,-2.8507545012652735,2.510864639602639,5.025380837135818,-5.456364228818799,10.211807333846679
hadgem3_gc31_ll_ssp370_2081,,,,,,,,,,,,,,,
hadgem3_gc31_ll_ssp585_2081,8.31512451171875,2.0609617233276367,8.883544921875,42.766404151916504,6.716064453125,13.356924057006836,9.400421142578125,-23.30203652381897,8.26043701171875,-13.357776403427124,-1.7949351880757525,1.6380166962881804,6.95386735684449,-2.2371690449885517,15.38530303443466
hadgem3_gc31_mm_ssp126_2021,2.0657958984375,-0.327986478805542,2.63433837890625,-2.4227917194366455,1.275543212890625,13.570106029510498,2.18963623046875,-5.767548084259033,2.163665771484375,-4.0666162967681885,0.8291233418211252,1.4854307582025328,0.6229696325098288,2.7709277942479016,10.86265140679381
hadgem3_gc31_mm_ssp245_2021,,,,,,,,,,,,,,,
hadgem3_gc31_mm_ssp370_2021,,,,,,,,,,,,,,,
hadgem3_gc31_mm_ssp585_2021,2.46527099609375,-3.9463818073272705,2.00311279296875,7.541370391845703,1.87835693359375,-1.2188911437988281,3.192230224609375,-11.025100946426392,2.787445068359375,-8.24076533317566,5.339358341326883,0.8175557258208288,2.9702762859266763,7.197818540897938,2.711328204906205
hadgem3_gc31_mm_ssp126_2041,3.077911376953125,8.206474781036377,3.6444091796875,5.970168113708496,2.68231201171875,15.451967716217041,3.09490966796875,7.124042510986328,2.890167236328125,5.153298377990723,10.83188035921685,1.5889319709058602,-0.2102365323051747,6.675518478003295,-0.6859633822914879
hadgem3_gc31_mm_ssp245_2041,,,,,,,,,,,,,,,
hadgem3_gc31_mm_ssp370_2041,,,,,,,,,,,,,,,
hadgem3_gc31_mm_ssp585_2041,4.335906982421875,0.44928789138793945,5.0338134765625,16.709256172180176,3.59765625,10.377252101898193,4.89715576171875,-15.455096960067749,3.815216064453125,-3.7831544876098633,7.019271936247007,-1.00341806248897,2.677271966125039,9.791690970761113,12.96355865181762
hadgem3_gc31_mm_ssp126_2081,3.229156494140625,1.0237336158752441,3.094207763671875,5.231654644012451,3.0770263671875,19.055962562561035,3.61029052734375,-10.094088315963745,3.1351318359375,-5.208712816238403,1.2144908861497106,-1.697812232678142,4.620553583786102,3.8848303076832735,12.275150010141633
hadgem3_gc31_mm_ssp245_2081,,,,,,,,,,,,,,,
hadgem3_gc31_mm_ssp370_2081,,,,,,,,,,,,,,,
hadgem3_gc31_mm_ssp585_2081,7.517822265625,-1.1246800422668457,7.5911865234375,28.81190776824951,6.18353271484375,22.934913635253906,8.650909423828125,-36.44958138465881,7.645782470703125,-6.622189283370972,-4.425762460665306,-1.1481355913144808,0.07422627292719142,9.106884639218315,8.354441049041439
iitm_esm_ssp126_2021,1.141204833984375,3.222787380218506,1.989990234375,5.437469482421875,0.9725341796875,3.988313674926758,0.994140625,1.2891530990600586,0.608184814453125,2.446746826171875,-1.0168550753082428,-0.276974132540575,-1.8830332066830713,-1.3513718663028307,-0.12106681645391859
iitm_esm_ssp245_2021,1.855987548828125,0.4148125648498535,1.74713134765625,2.9497265815734863,2.55938720703125,-3.4611880779266357,1.788909912109375,-6.482154130935669,1.32861328125,8.893108367919922,-0.8923833571190753,0.9167504826038897,6.041189024629912,2.1090095927412067,-2.5150506715188703
iitm_esm_ssp370_2021,1.4095458984375,3.102421760559082,1.34271240234375,1.0703206062316895,1.33477783203125,7.183098793029785,1.258087158203125,-6.515741348266602,1.70257568359375,11.752581596374512,-4.414093404291652,-4.161620685926815,4.434371697537021,-2.8923488589131408,-6.752270208328326
iitm_esm_ssp585_2021,1.777618408203125,-0.14473795890808105,2.596282958984375,4.696369171142578,1.595611572265625,5.3801774978637695,1.400299072265625,-7.883560657501221,1.518463134765625,-1.5532433986663818,-3.227752124518124,-0.13546709689061798,0.6266180019442347,-6.6831955759497745,-5.906860135565816
iitm_esm_ssp126_2041,1.585784912109375,3.9382219314575195,1.863189697265625,6.2889933586120605,1.979095458984375,8.94235372543335,1.30950927734375,-2.522444725036621,1.19146728515625,4.059720039367676,-2.8800532542379687,-2.4133048411195124,-0.44125282733488147,0.3472095933209518,-1.525283688368928
iitm_esm_ssp245_2041,1.87445068359375,11.401665210723877,2.87310791015625,7.442951202392578,1.884765625,12.673282623291016,1.186004638671875,13.506078720092773,1.55401611328125,11.84849739074707,-1.9879506960821525,-4.67329590742761,3.46216264719581,0.15312532859235173,-4.320708660577466
iitm_esm_ssp370_2041,2.629058837890625,5.449807643890381,3.290771484375,10.029447078704834,2.929168701171875,8.91634225845337,2.349151611328125,-2.9409587383270264,1.947174072265625,6.869649887084961,-1.761467717927212,-0.6792210347735028,-2.665566811985587,0.3727509247123839,-0.5118477081405892
iitm_esm_ssp585_2041,1.979766845703125,6.406581401824951,2.397857666015625,1.532435417175293,2.04779052734375,13.078343868255615,1.75262451171875,5.345320701599121,1.720916748046875,6.256234645843506,0.18379770420235975,-0.3529514432991654,4.498874804776221,-9.319614563398314,2.3740988212382907
iitm_esm_ssp126_2081,0.778289794921875,3.9177298545837402,0.88323974609375,3.090941905975342,0.6253662109375,7.539117336273193,1.218719482421875,-3.7672877311706543,0.385955810546875,9.72226858139038,-1.8121005301079296,4.7977095764566435,0.07943253131084127,-2.319131644902672,-3.068077770962141
iitm_esm_ssp245_2081,2.10870361328125,9.701371192932129,2.821533203125,0.6451964378356934,1.964935302734375,12.144136428833008,1.44927978515625,15.38459062576294,2.199188232421875,10.210001468658447,-2.3816994190812957,6.9766069786231455,5.025856456634581,3.6608856385884847,0.3941233980930159
iitm_esm_ssp370_2081,3.403961181640625,8.261418342590332,3.51458740234375,9.914600849151611,3.86968994140625,14.326202869415283,3.02520751953125,0.8478283882141113,3.2066650390625,9.128904342651367,-2.2334832240855307,2.1160721752223832,3.3617636666947615,0.8599600490177606,1.6477624056379314
iitm_esm_ssp585_2081,4.71484375,10.0272536277771,5.763458251953125,13.446426391601562,5.168792724609375,20.631027221679688,3.878631591796875,-4.560863971710205,4.048553466796875,12.780189514160156,-0.3466311029956426,-0.644986577023321,-5.583982674196896,3.5693781958932247,2.578782872504659
inm_cm4_8_ssp126_2021,0.7869873046875,1.1518597602844238,0.76336669921875,5.065369606018066,0.652008056640625,10.731101036071777,1.316497802734375,-13.20732831954956,0.41619873046875,1.2724518775939941,9.080813125373544,-0.23636341819286422,-6.182995181158136,3.5563895252400446,1.6369016712034279
inm_cm4_8_ssp245_2021,1.232177734375,-0.4649639129638672,1.36468505859375,6.660950183868408,1.207489013671875,3.251039981842041,1.45733642578125,-7.20328688621521,0.899444580078125,-4.437047243118286,9.18496434547702,-3.613562449417995,-5.981039592949666,4.451464695515028,0.5778345344870095
inm_cm4_8_ssp370_2021,1.2003173828125,-0.4782736301422119,1.745513916015625,4.69437837600708,0.867340087890625,6.614267826080322,1.532135009765625,-13.681107759475708,0.656524658203125,-0.28307437896728516,12.419531456330057,-2.5163323107337043,-6.977944110059053,3.4994640813448274,6.1317834775821645
inm_cm4_8_ssp585_2021,1.211334228515625,4.56012487411499,1.348602294921875,8.624684810638428,1.522125244140625,11.449205875396729,1.047210693359375,-1.879054307937622,0.927520751953125,0.31707286834716797,7.619820034544111,-7.290611078028619,-7.986817256723633,6.380521821935514,-1.1808244884276342
inm_cm4_8_ssp126_2041,1.06427001953125,5.4297566413879395,1.58038330078125,16.59407615661621,0.519683837890625,3.342616558074951,1.554534912109375,-7.633912563323975,0.60260009765625,8.124351501464844,9.901100985341893,0.47745704815140844,1.5405227699456514,6.391465433722909,-4.416796629287456
inm_cm4_8_ssp245_2041,2.165771484375,3.3604860305786133,2.656463623046875,10.693442821502686,2.571929931640625,16.19720458984375,2.191741943359375,-16.59587025642395,1.2431640625,2.2563815116882324,7.060668131202119,-1.7519274791081285,-6.447683225891032,13.389454427837011,0.5802315800419233
inm_cm4_8_ssp370_2041,1.9912109375,3.311896324157715,2.33642578125,15.461301803588867,1.682952880859375,4.3343186378479,2.34454345703125,-16.238337755203247,1.601318359375,7.810473442077637,9.892011444253491,-1.450417090019962,-2.2088850878649757,16.222550209017527,0.6894951644639491
inm_cm4_8_ssp585_2041,2.175811767578125,6.614816188812256,2.76568603515625,15.387940406799316,2.17626953125,18.370521068572998,2.335235595703125,-15.673828125,1.4261474609375,7.096338272094727,9.97157139996454,-2.131221490611812,-4.681747959821614,18.32134827037035,-2.3095837085657767
inm_cm4_8_ssp126_2081,1.685394287109375,5.187737941741943,1.898529052734375,10.873603820800781,2.017913818359375,12.834179401397705,1.870941162109375,-5.835360288619995,0.95428466796875,2.6428818702697754,13.711846171964059,-5.096367300937398,-1.5174026463842138,4.9134015927743135,-2.007712523203653
inm_cm4_8_ssp245_2081,2.1800537109375,7.670414447784424,2.484619140625,15.439414978027344,2.590728759765625,19.84262466430664,2.080902099609375,-7.212096452713013,1.564117431640625,2.5530099868774414,1.4738645607435874,-0.8129336040361479,-1.7774198881505443,15.780789077087665,1.654886136625744
inm_cm4_8_ssp370_2081,3.822357177734375,5.6944966316223145,5.0770263671875,20.26522159576416,3.805755615234375,27.70332098007202,3.84710693359375,-18.510180711746216,2.559539794921875,-6.2628984451293945,3.130689739687953,-1.6624055359335421,-3.3598365195581126,14.595227144553547,3.6433539906781442
inm_cm4_8_ssp585_2081,4.304656982421875,5.800890922546387,5.0743408203125,15.853357315063477,4.5233154296875,25.933527946472168,4.6085205078125,-26.275932788848877,3.012603759765625,6.001019477844238,7.185169247307344,1.9598365492872638,-7.343895819705992,6.7087418812321165,5.638718316650282
inm_cm5_0_ssp126_2021,2.307373046875,8.304822444915771,3.3858642578125,12.995374202728271,2.7811279296875,14.57890272140503,1.5029296875,3.507816791534424,1.559600830078125,3.336966037750244,3.313866438630364,0.4293808001934796,8.486015710231376,9.675282946499198,7.72306658673525
inm_cm5_0_ssp245_2021,2.15838623046875,1.43049955368042,3.289947509765625,4.111647605895996,2.136138916015625,7.648146152496338,1.83984375,-12.220209836959839,1.367462158203125,6.071197986602783,11.383851440021964,5.653029521430608,9.972860147818885,12.09776422693043,1.9906687404590118
inm_cm5_0_ssp370_2021,1.89691162109375,3.6321401596069336,2.6258544921875,-2.964174747467041,1.93780517578125,12.349152565002441,1.573333740234375,4.017126560211182,1.450592041015625,1.556849479675293,5.015557658604952,8.858512384417704,10.03626832174338,8.033395913249652,4.468861743853414
inm_cm5_0_ssp585_2021,2.157470703125,6.5973639488220215,3.245208740234375,10.707736015319824,2.46051025390625,11.62416934967041,1.694854736328125,-3.0604302883148193,1.2291259765625,7.482552528381348,4.60845722325256,-0.10247466445183484,5.824832572581484,10.552274410183848,-0.3900927579812308
inm_cm5_0_ssp126_2041,2.076568603515625,8.695793151855469,3.017974853515625,8.80814790725708,2.213775634765625,7.935547828674316,1.71417236328125,1.7926454544067383,1.36016845703125,15.36853313446045,5.173151150355881,2.351338675366521,7.470641364025665,6.96926031868168,-0.5799421041999264
inm_cm5_0_ssp245_2041,1.80072021484375,15.70674180984497,2.67730712890625,21.050751209259033,2.270172119140625,20.602619647979736,1.180908203125,16.50385856628418,1.074371337890625,6.3745856285095215,3.514741033454394,-5.585376055164137,4.328400427703127,2.8742583960198687,0.2795726357983641
inm_cm5_0_ssp370_2041,2.92144775390625,10.407233238220215,4.373016357421875,20.029783248901367,3.186767578125,13.324368000030518,2.2733154296875,0.8539676666259766,1.852508544921875,8.308422565460205,7.019977741883632,-1.9945010661970852,6.228734583124584,11.296622559321424,5.926195901528386
inm_cm5_0_ssp585_2041,3.1495361328125,8.888304233551025,4.287689208984375,15.90583324432373,3.625244140625,22.679948806762695,2.8525390625,-11.066359281539917,1.83251953125,9.108555316925049,6.318260984992818,0.2212309421791847,5.54685533595527,22.240969324853577,5.6923372219324975
inm_cm5_0_ssp126_2081,1.75189208984375,8.546125888824463,2.2979736328125,5.127263069152832,1.824005126953125,5.818331241607666,1.52215576171875,7.467615604400635,1.363250732421875,14.682281017303467,11.199224665307273,1.6134257267515384,9.204629258840447,2.519481061504636,5.888216217970754
inm_cm5_0_ssp245_2081,3.463409423828125,8.315563201904297,4.927947998046875,15.2915358543396,3.51031494140625,17.16597080230713,3.035430908203125,-5.046623945236206,2.37994384765625,6.860721111297607,4.636439653715607,-0.8397979414448309,3.6097106946564095,12.58578319230217,6.220431216235034
inm_cm5_0_ssp370_2081,4.769927978515625,19.093310832977295,7.20343017578125,27.284133434295654,5.07708740234375,27.523446083068848,3.640899658203125,-5.810421705245972,3.15814208984375,27.212929725646973,0.4885521065972398,2.3770331326890215,10.435782144927686,16.547079246710595,-1.3017120529307369
inm_cm5_0_ssp585_2081,5.4793701171875,16.628944873809814,8.08917236328125,38.66010904312134,5.765655517578125,25.2748966217041,4.44781494140625,-10.08562445640564,3.61468505859375,14.473533630371094,1.8050190534607102,0.6973330194021798,5.72299990168188,21.821155386678637,4.114228283921073
ipsl_cm5a2_inca_ssp126_2021,2.1815185546875,9.584534168243408,3.65142822265625,16.731727123260498,2.235015869140625,-1.7053723335266113,1.357208251953125,13.301587104797363,1.482421875,8.211588859558105,-4.696897741285633,4.542316012366876,0.582099086337684,-10.188977878862104,-1.732218545806219
ipsl_cm5a2_inca_ssp245_2021,,,,,,,,,,,,,,,
ipsl_cm5a2_inca_ssp370_2021,2.11175537109375,11.220502853393555,3.0556640625,17.92309284210205,1.780792236328125,8.949875831604004,1.781494140625,10.21801233291626,1.829132080078125,6.8389892578125,-5.866030721055527,3.163831039664333,0.7614131611036301,-15.468531621517467,-7.357276110467881
ipsl_cm5a2_inca_ssp585_2021,,,,,,,,,,,,,,,
ipsl_cm5a2_inca_ssp126_2041,3.415679931640625,9.780609607696533,4.03466796875,12.266921997070312,3.312652587890625,6.9580912590026855,3.038665771484375,5.755949020385742,3.276885986328125,12.3093843460083,-10.969675604903518,4.2106259800059,2.2206543018548297,-22.203807396838403,-8.790613987668417
ipsl_cm5a2_inca_ssp245_2041,,,,,,,,,,,,,,,
ipsl_cm5a2_inca_ssp370_2041,2.798248291015625,10.046720504760742,3.284271240234375,15.322387218475342,2.716522216796875,8.540546894073486,2.652618408203125,4.564809799194336,2.53961181640625,9.780347347259521,-2.2523612860541165,-2.7532568906685206,-2.4069977919761953,-12.752824914675331,-4.211524193032923
ipsl_cm5a2_inca_ssp585_2041,,,,,,,,,,,,,,,
ipsl_cm5a2_inca_ssp126_2081,6.303070068359375,28.749024868011475,7.474700927734375,35.95200777053833,6.46112060546875,20.335078239440918,5.563323974609375,36.74895763397217,5.713226318359375,22.025954723358154,-7.13101341521698,0.05234831417599839,-2.562387223737028,-15.432124855069574,-3.1637368272313116
ipsl_cm5a2_inca_ssp245_2081,,,,,,,,,,,,,,,
ipsl_cm5a2_inca_ssp370_2081,5.741851806640625,20.931518077850342,7.081390380859375,33.25601816177368,5.22845458984375,20.42793035507202,5.3990478515625,14.16078805923462,5.258544921875,13.64138126373291,-1.085802851376605,-0.08677566469215137,0.010738225700079873,-15.40558585742553,-0.5879218879185744
ipsl_cm5a2_inca_ssp585_2081,,,,,,,,,,,,,,,
ipsl_cm6a_lr_ssp126_2021,1.51593017578125,3.229343891143799,1.4571533203125,16.417932510375977,0.98724365234375,2.6335835456848145,2.22271728515625,-7.772201299667358,1.396514892578125,4.04287576675415,7.350202094916014,-1.0346580296986763,-2.1173796637107722,-3.172246405119261,-4.984148522679332
ipsl_cm6a_lr_ssp245_2021,2.187591552734375,6.039845943450928,3.548492431640625,18.590974807739258,1.512054443359375,6.984138488769531,2.04315185546875,-4.319417476654053,1.646575927734375,5.453121662139893,-0.003055808010132832,-2.0899895100757293,-5.256506978467145,-5.171032138081955,-2.6492096146987776
ipsl_cm6a_lr_ssp370_2021,2.08154296875,7.251346111297607,3.044952392578125,19.44873332977295,1.3741455078125,10.405278205871582,1.967254638671875,-3.322577476501465,1.939697265625,5.3200364112854,3.3591380542421723,-8.227812779280319,-2.76888337525546,5.536780534302599,-4.086831238847132
ipsl_cm6a_lr_ssp585_2021,1.716461181640625,0.33670663833618164,2.048583984375,1.1747241020202637,0.991729736328125,10.53304672241211,2.0164794921875,-7.657420635223389,1.809051513671875,-0.9934484958648682,3.080800916681037,2.538922390621723,-5.2335279967543835,-2.703686891224799,-8.14185476162107
ipsl_cm6a_lr_ssp126_2041,2.940582275390625,7.0026397705078125,3.939239501953125,18.38439702987671,2.561279296875,8.593738079071045,2.4530029296875,-5.08347749710083,2.808624267578125,8.483278751373291,2.5605744183216483,-4.071096152380216,-7.598491836968558,3.175019362728393,-2.6726200233014863
ipsl_cm6a_lr_ssp245_2041,2.849517822265625,10.53011417388916,3.666046142578125,19.557058811187744,1.971466064453125,14.85353708267212,2.767822265625,-0.10845065116882324,2.992706298828125,10.191094875335693,0.29452251865831336,-3.3856728016537163,-4.2166445324086865,-6.627479246754531,-9.001738520988178
ipsl_cm6a_lr_ssp370_2041,3.43212890625,8.245587348937988,4.803619384765625,21.950948238372803,2.910675048828125,8.400404453277588,2.93841552734375,3.7261366844177246,3.07574462890625,1.7155647277832031,5.15615173819195,-4.804772193196294,-7.633285206781637,2.3953770262935326,0.5365501442044174
ipsl_cm6a_lr_ssp585_2041,3.75372314453125,8.983683586120605,5.0648193359375,24.437201023101807,2.99407958984375,16.5441632270813,3.555938720703125,-4.49262261390686,3.3997802734375,3.6581873893737793,1.409313347875285,0.7059469682617392,-8.305907109047261,-13.63745189279154,-5.2288660755196
ipsl_cm6a_lr_ssp126_2081,3.029571533203125,7.256603240966797,3.681640625,21.32411003112793,2.896820068359375,14.545142650604248,2.869049072265625,-5.488479137420654,2.670654296875,2.536940574645996,7.180978307139063,-2.6143935616844027,-9.19879480038176,-11.868140453395137,-4.0462155426184925
ipsl_cm6a_lr_ssp245_2081,4.55670166015625,14.269137382507324,5.865234375,29.51335906982422,3.518585205078125,16.133296489715576,4.221954345703125,2.8644323348999023,4.62091064453125,11.814916133880615,4.677654140557008,-0.8726699225490187,0.35575319393279514,-2.207630656245041,-1.9778833289287756
ipsl_cm6a_lr_ssp370_2081,6.409454345703125,16.26102924346924,7.436248779296875,36.49173974990845,5.31549072265625,27.026987075805664,6.582366943359375,-5.231744050979614,6.3035888671875,12.319648265838623,3.5902892905048,-1.0964424583762566,-8.329764261183904,-7.077564076935694,-1.0404923344842998
ipsl_cm6a_lr_ssp585_2081,8.148040771484375,13.510310649871826,9.781585693359375,51.8587589263916,6.2974853515625,16.53343439102173,8.2420654296875,-14.166021347045898,8.270965576171875,7.731306552886963,1.3169307742210368,-8.907153435291216,-7.869126627142286,5.546707689896624,-3.3785499908496774
kace_1_0_g_ssp126_2021,3.30975341796875,3.2391786575317383,3.756317138671875,8.798539638519287,2.8089599609375,5.032646656036377,4.035797119140625,-10.05171537399292,2.637847900390625,1.5974879264831543,4.429237898058669,-5.642942448165799,5.9700715108484514,0.08873057559153352,4.11120173090378
kace_1_0_g_ssp245_2021,3.63916015625,6.638658046722412,4.62005615234375,12.420439720153809,2.701568603515625,1.1070489883422852,3.845062255859375,-3.8610219955444336,3.38995361328125,10.676681995391846,-0.9307317961822714,-3.356069424973307,-6.5546575310791555,0.793421352015633,3.653724607154718
kace_1_0_g_ssp370_2021,3.79052734375,-1.0674774646759033,4.216461181640625,3.7435412406921387,3.419891357421875,-1.0303199291229248,4.379608154296875,-20.368432998657227,3.146087646484375,2.731955051422119,0.9973672423103652,2.0456208567573686,-2.3096373729542097,2.817859412768131,-0.29339571851211277
kace_1_0_g_ssp585_2021,3.686798095703125,6.0300469398498535,4.38067626953125,16.059541702270508,3.444671630859375,8.672702312469482,3.8436279296875,-11.173665523529053,3.078125,0.4256606101989746,-1.0421572897998277,-9.519266325802855,-1.0583591158320305,-2.918921771834626,2.261622391436968
kace_1_0_g_ssp126_2041,4.35089111328125,6.568539142608643,5.12347412109375,15.721595287322998,4.025665283203125,5.6770920753479,4.5401611328125,-14.753305912017822,3.714080810546875,7.4077606201171875,-3.1348389511492547,-7.06783139710192,-2.6839797405834642,-1.724368903129847,0.8940899938771896
kace_1_0_g_ssp245_2041,4.432586669921875,5.942642688751221,4.705474853515625,13.36972713470459,3.65869140625,8.84467363357544,5.32171630859375,-18.13022494316101,4.04437255859375,6.2599897384643555,-4.390773984622632,-0.8153890423418964,4.219781401454603,2.3395434989533337,1.278378751059872
kace_1_0_g_ssp370_2041,5.208770751953125,6.399881839752197,6.339874267578125,17.570042610168457,4.667999267578125,12.33144998550415,5.430084228515625,-16.812801361083984,4.39697265625,-0.8708834648132324,-2.6091307880098613,-9.199363650547044,-3.4169479387192947,-1.5438243692225462,0.8656730355820486
kace_1_0_g_ssp585_2041,5.1365966796875,4.094398021697998,6.3233642578125,18.621408939361572,4.62298583984375,-0.6295442581176758,5.34698486328125,-19.885951280593872,4.25299072265625,4.00390625,-3.586049098669175,-8.475366272257112,-0.23385867836861474,-5.050747257526167,1.2404238985586291
kace_1_0_g_ssp126_2081,4.323944091796875,14.836680889129639,5.588104248046875,28.188490867614746,3.771392822265625,7.828545570373535,4.302490234375,-16.540735960006714,3.633819580078125,21.847951412200928,-4.797090888000222,-9.33908442855329,-4.025503719036994,0.49075982624064984,-2.5015172460473134
kace_1_0_g_ssp245_2081,4.879180908203125,5.531764030456543,5.74835205078125,19.510579109191895,4.506622314453125,0.8403420448303223,5.313568115234375,-18.664556741714478,3.948089599609375,6.1235785484313965,1.9579478051923838,-2.7193776734434905,5.095593420004607,-4.42172421079624,7.7664664016724005
